BR;KM;LAT;LONG
101;581,69;-23,253383;-44,699588
101;581,7;-23,253475;-44,69957
101;581,71;-23,253566;-44,699548
101;581,72;-23,253658;-44,699529
101;581,73;-23,25375;-44,699513
101;581,74;-23,253842;-44,699494
101;581,75;-23,253935;-44,699475
101;581,76;-23,254027;-44,699456
101;581,77;-23,254119;-44,699437
101;581,78;-23,25421;-44,699418
101;581,79;-23,254302;-44,699398
101;581,8;-23,254394;-44,699378
101;581,81;-23,254486;-44,699359
101;581,82;-23,254578;-44,699339
101;581,83;-23,25467;-44,699318
101;581,84;-23,254761;-44,699296
101;581,85;-23,254853;-44,699276
101;581,86;-23,254945;-44,699257
101;581,87;-23,255037;-44,699238
101;581,88;-23,255129;-44,699219
101;581,89;-23,255221;-44,6992
101;581,9;-23,255313;-44,699182
101;581,91;-23,255405;-44,699163
101;581,92;-23,255497;-44,699142
101;581,93;-23,255588;-44,699121
101;581,94;-23,25568;-44,699101
101;581,95;-23,255772;-44,699083
101;581,96;-23,255865;-44,699065
101;581,97;-23,255957;-44,699047
101;581,98;-23,256049;-44,699029
101;581,99;-23,256141;-44,699011
101;582;-23,256233;-44,698992
101;582,01;-23,256325;-44,698973
101;582,02;-23,256417;-44,698954
101;582,03;-23,256509;-44,698935
101;582,04;-23,256601;-44,698916
101;582,05;-23,256693;-44,698897
101;582,06;-23,256785;-44,698877
101;582,07;-23,256877;-44,698857
101;582,08;-23,256968;-44,698838
101;582,09;-23,25706;-44,698818
101;582,1;-23,257153;-44,6988
101;582,11;-23,257245;-44,698781
101;582,12;-23,257337;-44,698763
101;582,13;-23,257429;-44,698744
101;582,14;-23,257521;-44,698725
101;582,15;-23,257613;-44,698705
101;582,16;-23,257705;-44,698686
101;582,17;-23,257797;-44,698666
101;582,18;-23,257888;-44,698647
101;582,19;-23,25798;-44,698627
101;582,2;-23,258072;-44,698607
101;582,21;-23,258164;-44,698586
101;582,22;-23,258255;-44,698564
101;582,23;-23,258347;-44,698542
101;582,24;-23,258437;-44,698516
101;582,25;-23,258527;-44,69849
101;582,26;-23,258616;-44,698459
101;582,27;-23,258704;-44,698428
101;582,28;-23,258792;-44,698392
101;582,29;-23,258878;-44,698355
101;582,3;-23,258962;-44,698314
101;582,31;-23,259045;-44,698271
101;582,32;-23,259127;-44,698225
101;582,33;-23,259207;-44,698175
101;582,34;-23,259286;-44,698123
101;582,35;-23,259362;-44,698068
101;582,36;-23,259437;-44,698012
101;582,37;-23,259509;-44,697951
101;582,38;-23,25958;-44,69789
101;582,39;-23,259648;-44,697825
101;582,4;-23,259715;-44,697759
101;582,41;-23,25978;-44,697692
101;582,42;-23,259843;-44,697622
101;582,43;-23,259904;-44,697551
101;582,44;-23,259962;-44,697477
101;582,45;-23,260019;-44,697402
101;582,46;-23,26007;-44,697324
101;582,47;-23,260121;-44,697245
101;582,48;-23,260169;-44,697163
101;582,49;-23,260215;-44,697081
101;582,5;-23,260258;-44,696998
101;582,51;-23,2603;-44,696914
101;582,52;-23,260339;-44,696829
101;582,53;-23,260375;-44,696742
101;582,54;-23,26041;-44,696655
101;582,55;-23,26044;-44,696566
101;582,56;-23,260469;-44,696477
101;582,57;-23,260492;-44,696386
101;582,58;-23,260515;-44,696295
101;582,59;-23,260536;-44,696203
101;582,6;-23,260555;-44,696111
101;582,61;-23,26057;-44,696018
101;582,62;-23,260584;-44,695925
101;582,63;-23,260594;-44,695832
101;582,64;-23,260602;-44,695738
101;582,65;-23,260605;-44,695644
101;582,66;-23,260607;-44,69555
101;582,67;-23,260606;-44,695456
101;582,68;-23,260603;-44,695363
101;582,69;-23,260597;-44,695269
101;582,7;-23,26059;-44,695175
101;582,71;-23,260584;-44,695081
101;582,72;-23,260575;-44,694987
101;582,73;-23,260564;-44,694894
101;582,74;-23,260553;-44,694801
101;582,75;-23,260542;-44,694708
101;582,76;-23,260531;-44,694614
101;582,77;-23,26052;-44,694521
101;582,78;-23,260508;-44,694428
101;582,79;-23,260497;-44,694335
101;582,8;-23,260486;-44,694241
101;582,81;-23,260475;-44,694148
101;582,82;-23,260464;-44,694055
101;582,83;-23,260452;-44,693962
101;582,84;-23,260441;-44,693868
101;582,85;-23,26043;-44,693775
101;582,86;-23,260419;-44,693682
101;582,87;-23,260407;-44,693589
101;582,88;-23,260395;-44,693496
101;582,89;-23,260385;-44,693402
101;582,9;-23,260375;-44,693308
101;582,91;-23,260363;-44,693215
101;582,92;-23,260351;-44,693122
101;582,93;-23,26034;-44,693029
101;582,94;-23,260328;-44,692936
101;582,95;-23,260316;-44,692843
101;582,96;-23,260304;-44,69275
101;582,97;-23,260293;-44,692656
101;582,98;-23,260282;-44,692563
101;582,99;-23,260271;-44,692469
101;583;-23,260258;-44,692377
101;583,01;-23,260246;-44,692283
101;583,02;-23,260235;-44,69219
101;583,03;-23,260223;-44,692096
101;583,04;-23,260211;-44,692003
101;583,05;-23,2602;-44,69191
101;583,06;-23,260188;-44,691817
101;583,07;-23,260176;-44,691724
101;583,08;-23,260165;-44,69163
101;583,09;-23,260153;-44,691537
101;583,1;-23,260141;-44,691444
101;583,11;-23,26013;-44,691351
101;583,12;-23,260117;-44,691258
101;583,13;-23,260105;-44,691165
101;583,14;-23,260093;-44,691071
101;583,15;-23,260081;-44,690978
101;583,16;-23,260068;-44,690885
101;583,17;-23,260056;-44,690792
101;583,18;-23,260043;-44,690699
101;583,19;-23,26003;-44,690606
101;583,2;-23,26002;-44,690513
101;583,21;-23,26001;-44,690419
101;583,22;-23,260001;-44,690326
101;583,23;-23,259991;-44,690232
101;583,24;-23,259979;-44,690139
101;583,25;-23,259967;-44,690046
101;583,26;-23,259955;-44,689952
101;583,27;-23,259943;-44,689859
101;583,28;-23,259931;-44,689766
101;583,29;-23,25992;-44,689673
101;583,3;-23,259908;-44,689579
101;583,31;-23,259896;-44,689486
101;583,32;-23,259885;-44,689393
101;583,33;-23,259877;-44,6893
101;583,34;-23,259874;-44,689206
101;583,35;-23,259877;-44,689112
101;583,36;-23,259881;-44,689018
101;583,37;-23,259886;-44,688925
101;583,38;-23,259897;-44,688831
101;583,39;-23,259909;-44,688738
101;583,4;-23,259929;-44,688646
101;583,41;-23,259953;-44,688555
101;583,42;-23,259983;-44,688466
101;583,43;-23,260018;-44,688379
101;583,44;-23,260055;-44,688293
101;583,45;-23,260098;-44,688209
101;583,46;-23,260143;-44,688127
101;583,47;-23,260193;-44,688048
101;583,48;-23,260247;-44,687971
101;583,49;-23,260303;-44,687895
101;583,5;-23,260364;-44,687824
101;583,51;-23,260426;-44,687753
101;583,52;-23,260493;-44,687688
101;583,53;-23,260563;-44,687625
101;583,54;-23,260637;-44,687567
101;583,55;-23,260712;-44,687511
101;583,56;-23,26079;-44,687458
101;583,57;-23,260868;-44,687406
101;583,58;-23,260947;-44,687356
101;583,59;-23,261028;-44,687307
101;583,6;-23,261108;-44,687258
101;583,61;-23,261189;-44,68721
101;583,62;-23,261269;-44,687162
101;583,63;-23,26135;-44,687114
101;583,64;-23,26143;-44,687065
101;583,65;-23,261511;-44,687017
101;583,66;-23,261592;-44,686969
101;583,67;-23,261673;-44,686921
101;583,68;-23,261754;-44,686873
101;583,69;-23,261834;-44,686825
101;583,7;-23,261915;-44,686778
101;583,71;-23,261996;-44,68673
101;583,72;-23,262077;-44,686682
101;583,73;-23,262158;-44,686634
101;583,74;-23,262239;-44,686586
101;583,75;-23,26232;-44,686539
101;583,76;-23,262401;-44,686491
101;583,77;-23,262482;-44,686443
101;583,78;-23,262563;-44,686395
101;583,79;-23,262643;-44,686347
101;583,8;-23,262724;-44,686299
101;583,81;-23,262804;-44,686251
101;583,82;-23,262886;-44,686203
101;583,83;-23,262967;-44,686156
101;583,84;-23,263048;-44,686108
101;583,85;-23,263129;-44,68606
101;583,86;-23,26321;-44,686013
101;583,87;-23,26329;-44,685965
101;583,88;-23,263372;-44,685918
101;583,89;-23,263453;-44,68587
101;583,9;-23,263534;-44,685823
101;583,91;-23,263615;-44,685776
101;583,92;-23,263697;-44,685729
101;583,93;-23,263778;-44,685682
101;583,94;-23,263859;-44,685634
101;583,95;-23,263939;-44,685585
101;583,96;-23,26402;-44,685537
101;583,97;-23,2641;-44,685488
101;583,98;-23,264181;-44,68544
101;583,99;-23,264261;-44,685391
101;584;-23,264342;-44,685343
101;584,01;-23,264422;-44,685295
101;584,02;-23,264504;-44,685248
101;584,03;-23,264587;-44,685203
101;584,04;-23,264668;-44,685158
101;584,05;-23,264749;-44,685109
101;584,06;-23,264829;-44,685061
101;584,07;-23,26491;-44,685013
101;584,08;-23,264991;-44,684965
101;584,09;-23,265072;-44,684917
101;584,1;-23,265152;-44,684869
101;584,11;-23,265233;-44,68482
101;584,12;-23,265314;-44,684772
101;584,13;-23,265395;-44,684725
101;584,14;-23,265476;-44,684677
101;584,15;-23,265557;-44,68463
101;584,16;-23,265638;-44,684583
101;584,17;-23,265719;-44,684535
101;584,18;-23,2658;-44,684487
101;584,19;-23,265881;-44,68444
101;584,2;-23,265962;-44,684392
101;584,21;-23,266043;-44,684345
101;584,22;-23,266123;-44,684297
101;584,23;-23,266204;-44,684248
101;584,24;-23,266284;-44,684198
101;584,25;-23,266363;-44,684147
101;584,26;-23,266442;-44,684096
101;584,27;-23,266519;-44,684043
101;584,28;-23,266596;-44,683989
101;584,29;-23,266672;-44,683933
101;584,3;-23,266747;-44,683877
101;584,31;-23,266821;-44,683819
101;584,32;-23,266894;-44,68376
101;584,33;-23,266966;-44,683701
101;584,34;-23,267038;-44,683641
101;584,35;-23,267111;-44,68358
101;584,36;-23,267183;-44,68352
101;584,37;-23,267254;-44,683459
101;584,38;-23,267326;-44,683399
101;584,39;-23,267398;-44,683338
101;584,4;-23,26747;-44,683277
101;584,41;-23,267542;-44,683217
101;584,42;-23,267614;-44,683156
101;584,43;-23,267685;-44,683095
101;584,44;-23,267757;-44,683035
101;584,45;-23,26783;-44,682975
101;584,46;-23,267902;-44,682915
101;584,47;-23,267975;-44,682856
101;584,48;-23,268048;-44,682797
101;584,49;-23,268122;-44,682739
101;584,5;-23,268196;-44,682682
101;584,51;-23,268272;-44,682626
101;584,52;-23,26835;-44,682572
101;584,53;-23,268428;-44,682521
101;584,54;-23,26851;-44,682475
101;584,55;-23,268594;-44,682433
101;584,56;-23,268679;-44,682395
101;584,57;-23,268768;-44,682362
101;584,58;-23,268859;-44,682339
101;584,59;-23,268951;-44,682322
101;584,6;-23,269045;-44,682315
101;584,61;-23,269138;-44,682316
101;584,62;-23,269232;-44,682322
101;584,63;-23,269325;-44,682332
101;584,64;-23,269416;-44,682353
101;584,65;-23,269505;-44,682384
101;584,66;-23,269588;-44,682427
101;584,67;-23,269669;-44,682474
101;584,68;-23,269746;-44,682529
101;584,69;-23,26982;-44,682586
101;584,7;-23,269894;-44,682645
101;584,71;-23,26996;-44,682712
101;584,72;-23,270028;-44,682777
101;584,73;-23,270104;-44,682831
101;584,74;-23,270165;-44,682899
101;584,75;-23,270212;-44,682981
101;584,76;-23,270265;-44,683057
101;584,77;-23,270328;-44,683127
101;584,78;-23,270388;-44,683199
101;584,79;-23,270446;-44,683273
101;584,8;-23,270505;-44,683346
101;584,81;-23,270566;-44,683418
101;584,82;-23,270627;-44,683489
101;584,83;-23,27069;-44,683559
101;584,84;-23,270752;-44,683629
101;584,85;-23,270814;-44,683701
101;584,86;-23,270875;-44,683772
101;584,87;-23,270936;-44,683843
101;584,88;-23,270998;-44,683914
101;584,89;-23,27106;-44,683985
101;584,9;-23,271122;-44,684055
101;584,91;-23,271183;-44,684126
101;584,92;-23,271244;-44,684198
101;584,93;-23,271303;-44,684271
101;584,94;-23,271362;-44,684344
101;584,95;-23,271423;-44,684415
101;584,96;-23,271484;-44,684487
101;584,97;-23,271545;-44,684559
101;584,98;-23,271606;-44,68463
101;584,99;-23,271667;-44,684702
101;585;-23,271729;-44,684773
101;585,01;-23,27179;-44,684844
101;585,02;-23,271852;-44,684914
101;585,03;-23,271914;-44,684985
101;585,04;-23,271974;-44,685056
101;585,05;-23,272035;-44,685128
101;585,06;-23,272096;-44,6852
101;585,07;-23,272156;-44,685272
101;585,08;-23,272217;-44,685343
101;585,09;-23,272277;-44,685415
101;585,1;-23,272338;-44,685487
101;585,11;-23,272399;-44,685559
101;585,12;-23,27246;-44,68563
101;585,13;-23,272521;-44,685702
101;585,14;-23,272582;-44,685773
101;585,15;-23,272649;-44,685839
101;585,16;-23,272717;-44,685905
101;585,17;-23,27278;-44,685975
101;585,18;-23,272841;-44,686046
101;585,19;-23,272898;-44,68612
101;585,2;-23,272952;-44,686197
101;585,21;-23,273008;-44,686272
101;585,22;-23,273069;-44,686343
101;585,23;-23,273129;-44,686415
101;585,24;-23,27319;-44,686487
101;585,25;-23,27325;-44,686559
101;585,26;-23,273311;-44,686631
101;585,27;-23,273372;-44,686703
101;585,28;-23,273432;-44,686775
101;585,29;-23,273493;-44,686846
101;585,3;-23,273555;-44,686918
101;585,31;-23,273616;-44,686989
101;585,32;-23,273678;-44,687059
101;585,33;-23,273739;-44,68713
101;585,34;-23,273801;-44,687201
101;585,35;-23,273863;-44,687272
101;585,36;-23,273929;-44,687339
101;585,37;-23,273997;-44,687403
101;585,38;-23,274063;-44,687469
101;585,39;-23,274124;-44,687541
101;585,4;-23,274183;-44,687614
101;585,41;-23,274235;-44,687692
101;585,42;-23,27429;-44,687768
101;585,43;-23,274351;-44,68784
101;585,44;-23,274412;-44,687911
101;585,45;-23,274472;-44,687983
101;585,46;-23,274533;-44,688055
101;585,47;-23,274593;-44,688127
101;585,48;-23,274654;-44,688199
101;585,49;-23,274715;-44,688271
101;585,5;-23,274775;-44,688343
101;585,51;-23,274836;-44,688414
101;585,52;-23,274896;-44,688486
101;585,53;-23,274958;-44,688557
101;585,54;-23,275021;-44,688626
101;585,55;-23,275084;-44,688696
101;585,56;-23,275149;-44,688764
101;585,57;-23,275214;-44,688832
101;585,58;-23,27528;-44,688899
101;585,59;-23,275346;-44,688965
101;585,6;-23,275415;-44,689029
101;585,61;-23,275485;-44,689092
101;585,62;-23,275558;-44,689151
101;585,63;-23,275632;-44,689209
101;585,64;-23,275708;-44,689264
101;585,65;-23,275786;-44,689317
101;585,66;-23,275866;-44,689366
101;585,67;-23,275947;-44,689413
101;585,68;-23,276029;-44,689458
101;585,69;-23,276114;-44,689499
101;585,7;-23,276199;-44,689541
101;585,71;-23,276285;-44,689578
101;585,72;-23,276371;-44,689616
101;585,73;-23,276458;-44,689652
101;585,74;-23,276544;-44,689688
101;585,75;-23,276632;-44,689723
101;585,76;-23,276719;-44,689758
101;585,77;-23,276806;-44,689793
101;585,78;-23,276893;-44,689828
101;585,79;-23,27698;-44,689863
101;585,8;-23,277067;-44,689898
101;585,81;-23,277154;-44,689933
101;585,82;-23,277241;-44,689969
101;585,83;-23,277329;-44,690004
101;585,84;-23,277415;-44,69004
101;585,85;-23,277502;-44,690075
101;585,86;-23,277589;-44,69011
101;585,87;-23,277677;-44,690145
101;585,88;-23,277764;-44,690179
101;585,89;-23,277852;-44,690212
101;585,9;-23,277939;-44,690246
101;585,91;-23,278025;-44,690285
101;585,92;-23,278112;-44,690322
101;585,93;-23,278199;-44,690356
101;585,94;-23,278287;-44,69039
101;585,95;-23,278375;-44,690424
101;585,96;-23,278462;-44,690458
101;585,97;-23,27855;-44,690492
101;585,98;-23,278637;-44,690526
101;585,99;-23,278725;-44,69056
101;586;-23,278813;-44,690594
101;586,01;-23,2789;-44,690627
101;586,02;-23,278988;-44,690661
101;586,03;-23,279076;-44,690694
101;586,04;-23,279164;-44,690726
101;586,05;-23,279253;-44,690757
101;586,06;-23,279337;-44,690799
101;586,07;-23,279421;-44,690841
101;586,08;-23,279507;-44,690878
101;586,09;-23,279594;-44,690913
101;586,1;-23,279681;-44,690949
101;586,11;-23,279768;-44,690985
101;586,12;-23,279855;-44,69102
101;586,13;-23,279942;-44,691056
101;586,14;-23,280029;-44,691091
101;586,15;-23,280116;-44,691127
101;586,16;-23,280203;-44,691163
101;586,17;-23,280289;-44,691199
101;586,18;-23,280376;-44,691235
101;586,19;-23,280463;-44,69127
101;586,2;-23,28055;-44,691305
101;586,21;-23,280638;-44,69134
101;586,22;-23,280725;-44,691374
101;586,23;-23,280813;-44,691409
101;586,24;-23,2809;-44,691444
101;586,25;-23,280987;-44,69148
101;586,26;-23,281073;-44,691515
101;586,27;-23,28116;-44,69155
101;586,28;-23,281248;-44,691586
101;586,29;-23,281333;-44,691625
101;586,3;-23,281418;-44,691664
101;586,31;-23,281501;-44,691709
101;586,32;-23,281583;-44,691754
101;586,33;-23,281663;-44,691803
101;586,34;-23,281742;-44,691855
101;586,35;-23,281818;-44,69191
101;586,36;-23,281893;-44,691966
101;586,37;-23,281967;-44,692025
101;586,38;-23,282037;-44,692087
101;586,39;-23,282106;-44,69215
101;586,4;-23,28217;-44,692219
101;586,41;-23,282233;-44,692289
101;586,42;-23,282292;-44,692361
101;586,43;-23,282351;-44,692435
101;586,44;-23,282407;-44,69251
101;586,45;-23,282462;-44,692587
101;586,46;-23,282515;-44,692665
101;586,47;-23,282567;-44,692742
101;586,48;-23,28262;-44,69282
101;586,49;-23,282672;-44,692898
101;586,5;-23,282725;-44,692976
101;586,51;-23,282778;-44,693054
101;586,52;-23,28283;-44,693131
101;586,53;-23,282882;-44,69321
101;586,54;-23,282933;-44,693289
101;586,55;-23,282987;-44,693365
101;586,56;-23,283044;-44,693441
101;586,57;-23,283096;-44,693518
101;586,58;-23,283149;-44,693596
101;586,59;-23,283202;-44,693674
101;586,6;-23,283255;-44,693751
101;586,61;-23,283309;-44,693828
101;586,62;-23,283363;-44,693905
101;586,63;-23,283414;-44,693984
101;586,64;-23,283466;-44,694063
101;586,65;-23,283521;-44,694139
101;586,66;-23,283576;-44,694215
101;586,67;-23,28363;-44,694291
101;586,68;-23,283693;-44,69436
101;586,69;-23,283768;-44,694417
101;586,7;-23,283837;-44,69448
101;586,71;-23,283903;-44,694547
101;586,72;-23,283972;-44,694611
101;586,73;-23,284042;-44,694673
101;586,74;-23,284116;-44,694731
101;586,75;-23,284191;-44,694787
101;586,76;-23,284268;-44,694841
101;586,77;-23,284345;-44,694895
101;586,78;-23,284427;-44,694942
101;586,79;-23,284509;-44,694988
101;586,8;-23,284594;-44,695028
101;586,81;-23,284679;-44,695068
101;586,82;-23,284762;-44,695111
101;586,83;-23,284846;-44,695154
101;586,84;-23,284928;-44,695199
101;586,85;-23,285011;-44,695243
101;586,86;-23,285097;-44,695282
101;586,87;-23,285182;-44,695322
101;586,88;-23,285267;-44,695361
101;586,89;-23,285352;-44,695402
101;586,9;-23,285436;-44,695444
101;586,91;-23,285521;-44,695484
101;586,92;-23,285607;-44,695522
101;586,93;-23,285691;-44,695563
101;586,94;-23,285775;-44,695606
101;586,95;-23,285859;-44,695647
101;586,96;-23,285944;-44,695689
101;586,97;-23,286028;-44,69573
101;586,98;-23,286112;-44,695771
101;586,99;-23,286195;-44,695815
101;587;-23,28628;-44,695855
101;587,01;-23,286369;-44,695885
101;587,02;-23,286459;-44,695911
101;587,03;-23,28655;-44,695933
101;587,04;-23,286634;-44,695974
101;587,05;-23,286714;-44,696023
101;587,06;-23,286794;-44,696073
101;587,07;-23,286874;-44,696122
101;587,08;-23,286954;-44,696172
101;587,09;-23,287034;-44,696221
101;587,1;-23,287117;-44,696264
101;587,11;-23,287202;-44,696305
101;587,12;-23,287287;-44,696344
101;587,13;-23,287373;-44,696381
101;587,14;-23,287461;-44,696415
101;587,15;-23,287549;-44,696448
101;587,16;-23,287637;-44,696482
101;587,17;-23,287724;-44,696515
101;587,18;-23,287812;-44,696549
101;587,19;-23,2879;-44,696582
101;587,2;-23,287988;-44,696616
101;587,21;-23,288075;-44,696649
101;587,22;-23,288163;-44,696683
101;587,23;-23,288252;-44,696713
101;587,24;-23,288341;-44,696744
101;587,25;-23,288432;-44,696767
101;587,26;-23,288523;-44,69679
101;587,27;-23,288614;-44,696815
101;587,28;-23,288705;-44,696839
101;587,29;-23,288795;-44,696864
101;587,3;-23,288886;-44,696888
101;587,31;-23,288978;-44,696907
101;587,32;-23,289069;-44,696927
101;587,33;-23,289162;-44,696945
101;587,34;-23,289254;-44,696964
101;587,35;-23,289346;-44,696981
101;587,36;-23,289439;-44,696998
101;587,37;-23,289531;-44,697014
101;587,38;-23,289624;-44,697029
101;587,39;-23,289717;-44,697043
101;587,4;-23,289809;-44,697062
101;587,41;-23,289899;-44,697087
101;587,42;-23,28999;-44,697107
101;587,43;-23,290084;-44,697107
101;587,44;-23,290178;-44,697111
101;587,45;-23,290271;-44,697125
101;587,46;-23,290364;-44,69714
101;587,47;-23,290457;-44,697154
101;587,48;-23,290549;-44,697169
101;587,49;-23,290642;-44,697186
101;587,5;-23,290734;-44,697204
101;587,51;-23,290826;-44,697223
101;587,52;-23,290917;-44,697243
101;587,53;-23,291009;-44,697264
101;587,54;-23,291099;-44,697289
101;587,55;-23,29119;-44,697315
101;587,56;-23,291279;-44,697342
101;587,57;-23,291367;-44,697375
101;587,58;-23,291449;-44,697421
101;587,59;-23,291531;-44,697467
101;587,6;-23,291613;-44,697513
101;587,61;-23,291695;-44,697558
101;587,62;-23,291777;-44,697604
101;587,63;-23,291859;-44,69765
101;587,64;-23,291941;-44,697697
101;587,65;-23,292018;-44,69775
101;587,66;-23,292095;-44,697804
101;587,67;-23,292171;-44,697859
101;587,68;-23,292246;-44,697916
101;587,69;-23,292322;-44,697972
101;587,7;-23,292397;-44,698029
101;587,71;-23,292472;-44,698086
101;587,72;-23,292547;-44,698141
101;587,73;-23,292623;-44,698196
101;587,74;-23,292698;-44,698253
101;587,75;-23,292774;-44,698309
101;587,76;-23,292848;-44,698366
101;587,77;-23,292923;-44,698423
101;587,78;-23,292998;-44,698479
101;587,79;-23,293073;-44,698536
101;587,8;-23,293148;-44,698592
101;587,81;-23,293223;-44,698648
101;587,82;-23,293299;-44,698705
101;587,83;-23,293375;-44,698759
101;587,84;-23,293452;-44,698814
101;587,85;-23,293529;-44,698868
101;587,86;-23,293606;-44,698921
101;587,87;-23,293683;-44,698974
101;587,88;-23,29376;-44,699028
101;587,89;-23,293838;-44,699081
101;587,9;-23,293916;-44,699134
101;587,91;-23,293993;-44,699188
101;587,92;-23,29407;-44,699242
101;587,93;-23,294146;-44,699297
101;587,94;-23,294217;-44,699357
101;587,95;-23,294285;-44,699423
101;587,96;-23,294363;-44,699474
101;587,97;-23,294443;-44,699524
101;587,98;-23,294523;-44,699572
101;587,99;-23,294601;-44,699625
101;588;-23,294679;-44,699678
101;588,01;-23,294757;-44,69973
101;588,02;-23,294834;-44,699783
101;588,03;-23,294912;-44,699837
101;588,04;-23,294989;-44,699891
101;588,05;-23,295063;-44,699947
101;588,06;-23,295138;-44,700004
101;588,07;-23,29522;-44,700051
101;588,08;-23,2953;-44,7001
101;588,09;-23,295381;-44,700149
101;588,1;-23,295462;-44,700196
101;588,11;-23,29554;-44,700247
101;588,12;-23,295619;-44,700298
101;588,13;-23,295697;-44,700351
101;588,14;-23,295774;-44,700404
101;588,15;-23,295852;-44,700456
101;588,16;-23,295931;-44,700508
101;588,17;-23,296009;-44,700561
101;588,18;-23,296086;-44,700613
101;588,19;-23,296164;-44,700666
101;588,2;-23,296242;-44,700718
101;588,21;-23,29632;-44,70077
101;588,22;-23,296397;-44,700824
101;588,23;-23,296477;-44,700873
101;588,24;-23,296559;-44,70092
101;588,25;-23,296642;-44,700963
101;588,26;-23,296727;-44,701003
101;588,27;-23,296813;-44,701042
101;588,28;-23,2969;-44,701077
101;588,29;-23,296988;-44,701109
101;588,3;-23,297078;-44,701138
101;588,31;-23,297169;-44,701157
101;588,32;-23,297262;-44,701176
101;588,33;-23,297354;-44,701194
101;588,34;-23,297447;-44,701203
101;588,35;-23,297541;-44,701211
101;588,36;-23,297635;-44,701215
101;588,37;-23,297729;-44,701216
101;588,38;-23,297823;-44,701216
101;588,39;-23,297917;-44,701213
101;588,4;-23,298011;-44,701209
101;588,41;-23,298104;-44,701203
101;588,42;-23,298198;-44,701195
101;588,43;-23,298291;-44,701186
101;588,44;-23,298385;-44,701178
101;588,45;-23,298479;-44,701171
101;588,46;-23,298572;-44,701163
101;588,47;-23,298666;-44,701154
101;588,48;-23,298759;-44,701146
101;588,49;-23,298853;-44,701139
101;588,5;-23,298947;-44,70113
101;588,51;-23,29904;-44,701122
101;588,52;-23,299134;-44,701113
101;588,53;-23,299227;-44,701105
101;588,54;-23,299321;-44,701098
101;588,55;-23,299415;-44,701091
101;588,56;-23,299508;-44,701083
101;588,57;-23,299602;-44,701076
101;588,58;-23,299696;-44,70107
101;588,59;-23,299789;-44,701063
101;588,6;-23,299883;-44,701056
101;588,61;-23,299977;-44,701049
101;588,62;-23,300071;-44,701041
101;588,63;-23,300164;-44,701034
101;588,64;-23,300257;-44,701027
101;588,65;-23,300351;-44,701019
101;588,66;-23,300445;-44,701012
101;588,67;-23,300539;-44,701006
101;588,68;-23,300633;-44,700998
101;588,69;-23,300726;-44,700991
101;588,7;-23,30082;-44,700984
101;588,71;-23,300914;-44,700978
101;588,72;-23,301008;-44,700971
101;588,73;-23,301101;-44,700963
101;588,74;-23,301194;-44,700954
101;588,75;-23,301288;-44,700947
101;588,76;-23,301382;-44,700941
101;588,77;-23,301476;-44,700934
101;588,78;-23,301569;-44,700927
101;588,79;-23,301663;-44,700919
101;588,8;-23,301757;-44,700911
101;588,81;-23,30185;-44,700904
101;588,82;-23,301944;-44,700897
101;588,83;-23,302038;-44,70089
101;588,84;-23,302132;-44,700882
101;588,85;-23,302225;-44,700875
101;588,86;-23,302319;-44,70087
101;588,87;-23,302413;-44,700868
101;588,88;-23,302507;-44,700867
101;588,89;-23,302598;-44,700866
101;588,9;-23,302691;-44,700854
101;588,91;-23,302784;-44,700843
101;588,92;-23,302877;-44,700826
101;588,93;-23,30297;-44,700815
101;588,94;-23,303064;-44,700814
101;588,95;-23,303157;-44,700805
101;588,96;-23,303251;-44,700797
101;588,97;-23,303344;-44,700796
101;588,98;-23,303438;-44,700795
101;588,99;-23,303533;-44,700797
101;589;-23,303626;-44,7008
101;589,01;-23,30372;-44,700806
101;589,02;-23,303813;-44,700816
101;589,03;-23,303907;-44,700819
101;589,04;-23,304;-44,700834
101;589,05;-23,304091;-44,700855
101;589,06;-23,304182;-44,700877
101;589,07;-23,304274;-44,700898
101;589,08;-23,304365;-44,700922
101;589,09;-23,304453;-44,700953
101;589,1;-23,304541;-44,700987
101;589,11;-23,304627;-44,701025
101;589,12;-23,304712;-44,701066
101;589,13;-23,304796;-44,701108
101;589,14;-23,304879;-44,701152
101;589,15;-23,30496;-44,701198
101;589,16;-23,305041;-44,701247
101;589,17;-23,305121;-44,701296
101;589,18;-23,305201;-44,701346
101;589,19;-23,305279;-44,701397
101;589,2;-23,305358;-44,701449
101;589,21;-23,305436;-44,701501
101;589,22;-23,305514;-44,701553
101;589,23;-23,305592;-44,701606
101;589,24;-23,30567;-44,701658
101;589,25;-23,305748;-44,70171
101;589,26;-23,305826;-44,701763
101;589,27;-23,305904;-44,701815
101;589,28;-23,305982;-44,701867
101;589,29;-23,306061;-44,701919
101;589,3;-23,306139;-44,70197
101;589,31;-23,306218;-44,702022
101;589,32;-23,306296;-44,702074
101;589,33;-23,306374;-44,702127
101;589,34;-23,306451;-44,70218
101;589,35;-23,306527;-44,702235
101;589,36;-23,306602;-44,702293
101;589,37;-23,306673;-44,702353
101;589,38;-23,306744;-44,702414
101;589,39;-23,306813;-44,702479
101;589,4;-23,30688;-44,702545
101;589,41;-23,306946;-44,702612
101;589,42;-23,307009;-44,702681
101;589,43;-23,307072;-44,702751
101;589,44;-23,307132;-44,702824
101;589,45;-23,307191;-44,702897
